sensor,baseline,minutes,pid,macro,early_late_contrast_cosine,binary_accuracy
Dexcom GL,pre10,120,2,fat,-0.7665816615292781,0.0
Dexcom GL,pre10,120,4,carbs,0.923295436665417,1.0
Dexcom GL,pre10,120,4,protein,0.6652371137813481,0.5
Dexcom GL,pre10,120,4,fat,0.37947376621175116,0.5
Dexcom GL,pre10,120,5,carbs,0.6379628576344285,1.0
Dexcom GL,pre10,120,5,protein,0.15893977235514323,0.5
Dexcom GL,pre10,120,5,fat,-0.7726098235045683,0.5
Dexcom GL,pre10,120,6,carbs,-0.3080575771571445,0.5
Dexcom GL,pre10,120,6,protein,0.09009373560757572,0.5
Dexcom GL,pre10,120,6,fat,-0.7205013568897709,0.0
Dexcom GL,pre10,120,8,carbs,0.9099509598681617,1.0
Dexcom GL,pre10,120,8,protein,0.38123661668241554,0.5
Dexcom GL,pre10,120,8,fat,0.21262757564988258,0.5
Dexcom GL,pre10,120,9,carbs,0.4956576853707774,1.0
Dexcom GL,pre10,120,9,protein,0.11496610695302492,1.0
Dexcom GL,pre10,120,9,fat,0.3114667635329914,1.0
Dexcom GL,pre10,120,10,carbs,0.6769280680755887,1.0
Dexcom GL,pre10,120,10,protein,-0.09342524247967474,0.0
Dexcom GL,pre10,120,10,fat,-0.6166792629155754,0.5
Dexcom GL,pre10,120,14,carbs,0.9509734438896752,1.0
Dexcom GL,pre10,120,14,protein,0.9497029610078946,1.0
Dexcom GL,pre10,120,14,fat,0.7489148189696727,1.0
Dexcom GL,pre10,120,17,carbs,0.6500980180598016,0.5
Dexcom GL,pre10,120,17,protein,0.3452538279209321,1.0
Dexcom GL,pre10,120,17,fat,-0.08913414268314712,0.5
Dexcom GL,pre10,120,27,carbs,-0.5019311557792742,0.5
Dexcom GL,pre10,120,27,protein,-0.4374132003087147,0.5
Dexcom GL,pre10,120,27,fat,0.7781611143710403,1.0
Dexcom GL,pre10,120,31,carbs,0.6476557642076963,0.5
Dexcom GL,pre10,120,31,protein,0.12306887353779145,0.5
Dexcom GL,pre10,120,31,fat,0.3719889137806321,1.0
Dexcom GL,pre10,120,32,carbs,-0.3543522155107375,0.5
Dexcom GL,pre10,120,32,protein,-0.38772703230581224,0.5
Dexcom GL,pre10,120,32,fat,-0.7014430376656695,0.0
Dexcom GL,pre10,120,34,carbs,0.49731819732295623,0.5
Dexcom GL,pre10,120,34,protein,0.044434780497932994,0.5
Dexcom GL,pre10,120,34,fat,-0.01328192939312366,0.5
Dexcom GL,pre10,120,35,carbs,0.690602997418255,0.5
Dexcom GL,pre10,120,35,protein,0.7452122539247052,1.0
Dexcom GL,pre10,120,35,fat,0.10187083578570792,1.0
Dexcom GL,pre10,120,36,carbs,0.8561778259325047,0.5
Dexcom GL,pre10,120,36,protein,-0.0005155362399790289,0.5
Dexcom GL,pre10,120,36,fat,-0.6471873006423252,0.5
Dexcom GL,pre10,120,38,carbs,0.8027533234620998,0.5
Dexcom GL,pre10,120,38,protein,0.6502731793244879,0.5
Dexcom GL,pre10,120,38,fat,-0.04746718505906498,0.5
Dexcom GL,pre10,120,41,carbs,0.9880014713103961,0.5
Dexcom GL,pre10,120,41,protein,0.8842382537073543,0.5
Dexcom GL,pre10,120,41,fat,0.64253675529674,0.5
Dexcom GL,pre10,120,42,carbs,-0.2811225990808922,0.5
Dexcom GL,pre10,120,42,protein,-0.9514829523264003,0.0
Dexcom GL,pre10,120,42,fat,-0.1578457038889575,0.5
Dexcom GL,pre10,120,43,carbs,0.7739466078278173,0.5
Dexcom GL,pre10,120,43,protein,0.7242919152502734,0.5
Dexcom GL,pre10,120,43,fat,0.3426035870025699,0.5
Dexcom GL,pre10,120,45,carbs,0.9257870319726312,1.0
Dexcom GL,pre10,120,45,protein,0.5377996357080335,1.0
Dexcom GL,pre10,120,45,fat,0.46079044626241644,1.0
Dexcom GL,pre10,120,49,carbs,0.9565523017437655,0.5
Dexcom GL,pre10,120,49,protein,-0.921484008488679,0.5
Dexcom GL,pre10,120,49,fat,-0.9521268199112358,0.5
Dexcom GL,pre10,180,2,carbs,0.7609159730653342,0.5
Dexcom GL,pre10,180,2,protein,-0.028720737442835244,0.5
Dexcom GL,pre10,180,2,fat,-0.767985909054131,0.0
Dexcom GL,pre10,180,4,carbs,0.8785735987773727,1.0
Dexcom GL,pre10,180,4,protein,0.7150983278958756,0.5
Dexcom GL,pre10,180,4,fat,0.38345090274391,0.5
Dexcom GL,pre10,180,5,carbs,0.8796556830946479,1.0
Dexcom GL,pre10,180,5,protein,0.7413023489134564,1.0
Dexcom GL,pre10,180,5,fat,-0.4525143823403945,0.5
Dexcom GL,pre10,180,6,carbs,-0.13121751338185628,0.5
Dexcom GL,pre10,180,6,protein,-0.032437210654908843,0.5
Dexcom GL,pre10,180,6,fat,-0.30076751993690853,0.0
Dexcom GL,pre10,180,8,carbs,0.9085082180182606,1.0
Dexcom GL,pre10,180,8,protein,0.4038339950010163,1.0
Dexcom GL,pre10,180,8,fat,-0.2595309555497703,0.5
Dexcom GL,pre10,180,9,carbs,0.8702319643538033,0.5
Dexcom GL,pre10,180,9,protein,0.174619661423917,0.5
Dexcom GL,pre10,180,9,fat,-0.05631058611470446,0.5
Dexcom GL,pre10,180,10,carbs,0.6051289715322934,1.0
Dexcom GL,pre10,180,10,protein,0.06507632007152062,0.5
Dexcom GL,pre10,180,10,fat,0.0009686964363005928,0.5
Dexcom GL,pre10,180,14,carbs,0.8664204993507688,1.0
Dexcom GL,pre10,180,14,protein,0.9224690869127221,1.0
Dexcom GL,pre10,180,14,fat,0.6372983266829064,1.0
Dexcom GL,pre10,180,17,carbs,0.6907390108527668,0.5
Dexcom GL,pre10,180,17,protein,0.3260005371430409,1.0
Dexcom GL,pre10,180,17,fat,-0.15516457951202858,0.5
Dexcom GL,pre10,180,27,carbs,-0.41885317898596247,0.5
Dexcom GL,pre10,180,27,protein,-0.40858976054298807,0.5
Dexcom GL,pre10,180,27,fat,0.6581032041919961,1.0
Dexcom GL,pre10,180,31,carbs,0.5767189413328414,0.5
Dexcom GL,pre10,180,31,protein,-0.09024940352490668,0.5
Dexcom GL,pre10,180,31,fat,0.3133276876762837,1.0
Dexcom GL,pre10,180,32,carbs,-0.2819732856355596,0.5
Dexcom GL,pre10,180,32,protein,-0.0415762445178787,0.5
Dexcom GL,pre10,180,32,fat,-0.7085525713373291,0.0
Dexcom GL,pre10,180,34,carbs,0.46458591026991186,0.5
Dexcom GL,pre10,180,34,protein,-0.11118192977476189,0.5
Dexcom GL,pre10,180,34,fat,-0.06688113834802356,0.5
Dexcom GL,pre10,180,35,carbs,0.5841593457039684,0.5
Dexcom GL,pre10,180,35,protein,0.2505930245325577,1.0
Dexcom GL,pre10,180,35,fat,-0.04285865693499265,0.0
Dexcom GL,pre10,180,36,carbs,0.9060897030902347,0.5
Dexcom GL,pre10,180,36,protein,0.123257808703468,0.5
Dexcom GL,pre10,180,36,fat,-0.693821357372082,0.5
Dexcom GL,pre10,180,38,carbs,0.7715654836401026,0.5
Dexcom GL,pre10,180,38,protein,0.6268391859814774,1.0
Dexcom GL,pre10,180,38,fat,0.04192518061657571,0.5
Dexcom GL,pre10,180,41,carbs,0.9711171682424427,0.5
Dexcom GL,pre10,180,41,protein,0.9096346517659643,0.5
Dexcom GL,pre10,180,41,fat,0.4925712317616594,0.5
Dexcom GL,pre10,180,42,carbs,-0.2642912657220466,0.5
Dexcom GL,pre10,180,42,protein,-0.5878578467392745,0.0
Dexcom GL,pre10,180,42,fat,-0.2449479145089139,0.5
Dexcom GL,pre10,180,43,carbs,0.7104728637510704,0.5
Dexcom GL,pre10,180,43,protein,0.6860233438307018,0.5
Dexcom GL,pre10,180,43,fat,0.12627597123504392,0.5
Dexcom GL,pre10,180,45,carbs,0.612841123211903,0.5
Dexcom GL,pre10,180,45,protein,-0.3612181119199527,0.0
Dexcom GL,pre10,180,45,fat,0.0990223559474978,0.5
Dexcom GL,pre10,180,49,carbs,0.7550782160300021,0.5
Dexcom GL,pre10,180,49,protein,-0.830678270058136,0.5
Dexcom GL,pre10,180,49,fat,-0.9603120723323576,0.5
Dexcom GL,start,60,2,carbs,0.9775507306551037,1.0
Dexcom GL,start,60,2,protein,0.8429554507008434,1.0
Dexcom GL,start,60,2,fat,0.31349111469736035,1.0
Dexcom GL,start,60,4,carbs,0.7420915101646486,0.5
Dexcom GL,start,60,4,protein,0.7672372340727106,0.5
Dexcom GL,start,60,4,fat,0.5983102329600795,0.5
Dexcom GL,start,60,5,carbs,0.9273244119554589,1.0
Dexcom GL,start,60,5,protein,0.8150181700564105,1.0
Dexcom GL,start,60,5,fat,-0.723009484845998,0.5
Dexcom GL,start,60,6,carbs,-0.9521799271880718,0.0
Dexcom GL,start,60,6,protein,0.33152005503279247,0.5
Dexcom GL,start,60,6,fat,-0.9548228675861993,0.0
Dexcom GL,start,60,8,carbs,0.44285082098151646,1.0
Dexcom GL,start,60,8,protein,-0.06271755345903982,0.5
Dexcom GL,start,60,8,fat,0.8902164124665363,1.0
Dexcom GL,start,60,9,carbs,0.02461026212846218,0.5
Dexcom GL,start,60,9,protein,-0.4491135831127254,0.0
Dexcom GL,start,60,9,fat,0.999770645924423,1.0
Dexcom GL,start,60,10,carbs,0.8351886871728353,1.0
Dexcom GL,start,60,10,protein,-0.41755029205614796,0.0
Dexcom GL,start,60,10,fat,0.549219031121726,0.5
Dexcom GL,start,60,14,carbs,0.7549009884622148,0.5
Dexcom GL,start,60,14,protein,0.3278686114530031,1.0
Dexcom GL,start,60,14,fat,0.3803662300843277,0.5
Dexcom GL,start,60,17,carbs,0.3673074333159937,0.5
Dexcom GL,start,60,17,protein,0.7814537230618895,0.5
Dexcom GL,start,60,17,fat,0.1439732488077111,0.5
Dexcom GL,start,60,27,carbs,-0.579846965331194,0.5
Dexcom GL,start,60,27,protein,-0.2284045000758489,0.5
Dexcom GL,start,60,27,fat,0.855502260909889,1.0
Dexcom GL,start,60,31,carbs,0.6627154109769641,1.0
Dexcom GL,start,60,31,protein,0.7535453185815568,1.0
Dexcom GL,start,60,31,fat,0.567012460878241,1.0
Dexcom GL,start,60,32,carbs,-0.5013661279557837,0.5
Dexcom GL,start,60,32,protein,-0.8553237429743683,0.0
Dexcom GL,start,60,32,fat,-0.6942480385983302,0.0
Dexcom GL,start,60,34,carbs,-0.18999834396149745,0.5
Dexcom GL,start,60,34,protein,-0.5431176837710512,0.5
Dexcom GL,start,60,34,fat,-0.6197947601458059,0.5
Dexcom GL,start,60,35,carbs,0.9432020245898706,1.0
Dexcom GL,start,60,35,protein,0.9360419206959391,1.0
Dexcom GL,start,60,35,fat,0.6785550798576556,1.0
Dexcom GL,start,60,36,carbs,0.6663291354210188,0.5
Dexcom GL,start,60,36,protein,0.5683214127870815,0.5
Dexcom GL,start,60,36,fat,0.04953605756459927,0.5
Dexcom GL,start,60,38,carbs,0.4678399585550965,1.0
Dexcom GL,start,60,38,protein,0.5219627349499383,1.0
Dexcom GL,start,60,38,fat,0.8507042930754817,1.0
Dexcom GL,start,60,41,carbs,0.9806660203028101,1.0
Dexcom GL,start,60,41,protein,0.565004308321303,0.5
Dexcom GL,start,60,41,fat,0.9046325115929972,0.5
Dexcom GL,start,60,42,carbs,0.9293695505212521,1.0
Dexcom GL,start,60,42,protein,-0.4091099522542917,0.5
Dexcom GL,start,60,42,fat,0.8594159802259976,1.0
Dexcom GL,start,60,43,carbs,0.8884577549963704,0.5
Dexcom GL,start,60,43,protein,0.9259573824264491,0.5
Dexcom GL,start,60,43,fat,0.7503410900898787,0.5
Dexcom GL,start,60,45,carbs,0.5803285460586327,0.5
Dexcom GL,start,60,45,protein,0.8946329764872553,1.0
Dexcom GL,start,60,45,fat,0.977894263982498,1.0
Dexcom GL,start,60,49,carbs,0.8304284861697534,0.5
Dexcom GL,start,60,49,protein,-0.9112255634294611,0.5
Dexcom GL,start,60,49,fat,-0.9315763576653862,0.0
Dexcom GL,start,120,2,carbs,0.9855371218252597,0.5
Dexcom GL,start,120,2,protein,0.7579386234018103,1.0
Dexcom GL,start,120,2,fat,-0.8028853876015486,0.0
Dexcom GL,start,120,4,carbs,0.9150012777361791,1.0
Dexcom GL,start,120,4,protein,0.6900397175195049,0.5
Dexcom GL,start,120,4,fat,0.4045968681055685,0.5
Dexcom GL,start,120,5,carbs,0.5858112382428381,1.0
Dexcom GL,start,120,5,protein,-0.14245515915757787,0.5
Dexcom GL,start,120,5,fat,-0.7922938144067906,0.5
Dexcom GL,start,120,6,carbs,-0.18633847464582629,0.5
Dexcom GL,start,120,6,protein,0.15203376335308705,0.5
Dexcom GL,start,120,6,fat,-0.8562140972794806,0.0
Dexcom GL,start,120,8,carbs,0.9174513067638772,1.0
Dexcom GL,start,120,8,protein,0.3554932897660617,0.5
Dexcom GL,start,120,8,fat,-0.010031650811728647,0.5
Dexcom GL,start,120,9,carbs,0.53249237885622,1.0
Dexcom GL,start,120,9,protein,0.201057865859471,1.0
Dexcom GL,start,120,9,fat,0.21153304516912913,0.5
Dexcom GL,start,120,10,carbs,0.7178342328659667,1.0
Dexcom GL,start,120,10,protein,-0.14779653364731263,0.5
Dexcom GL,start,120,10,fat,-0.5739878072412101,0.5
Dexcom GL,start,120,14,carbs,0.9668507297119606,1.0
Dexcom GL,start,120,14,protein,0.9486873959422417,1.0
Dexcom GL,start,120,14,fat,0.7440253071192419,1.0
Dexcom GL,start,120,17,carbs,0.6303762499541333,0.5
Dexcom GL,start,120,17,protein,0.4612403324927671,1.0
Dexcom GL,start,120,17,fat,-0.03552201396259714,0.5
Dexcom GL,start,120,27,carbs,-0.35340811033190855,0.5
Dexcom GL,start,120,27,protein,-0.24814125365377504,0.5
Dexcom GL,start,120,27,fat,0.8017738553058594,1.0
Dexcom GL,start,120,31,carbs,0.6226937155444101,0.5
Dexcom GL,start,120,31,protein,0.1550556871977684,1.0
Dexcom GL,start,120,31,fat,0.39386922116560014,1.0
Dexcom GL,start,120,32,carbs,-0.4003178861393721,0.5
Dexcom GL,start,120,32,protein,-0.7546709473549669,0.0
Dexcom GL,start,120,32,fat,-0.6407737615186603,0.0
Dexcom GL,start,120,34,carbs,0.17573042569872546,0.5
Dexcom GL,start,120,34,protein,-0.2849184634948546,0.5
Dexcom GL,start,120,34,fat,-0.4187421889926066,0.5
Dexcom GL,start,120,35,carbs,0.7521489639735809,0.5
Dexcom GL,start,120,35,protein,0.6334431215213568,0.5
Dexcom GL,start,120,35,fat,-0.1913244810936683,0.0
Dexcom GL,start,120,36,carbs,0.8457902930050536,0.5
Dexcom GL,start,120,36,protein,0.045880003497414105,0.5
Dexcom GL,start,120,36,fat,-0.7001689116897211,0.5
Dexcom GL,start,120,38,carbs,0.7883304872499621,1.0
Dexcom GL,start,120,38,protein,0.5756135810733823,1.0
Dexcom GL,start,120,38,fat,-0.023429779827334313,0.5
Dexcom GL,start,120,41,carbs,0.9879489784905137,0.5
Dexcom GL,start,120,41,protein,0.8914498943849093,0.5
Dexcom GL,start,120,41,fat,0.5850819778756184,0.5
Dexcom GL,start,120,42,carbs,-0.24946155259687186,0.5
Dexcom GL,start,120,42,protein,-0.9531669261979423,0.0
Dexcom GL,start,120,42,fat,-0.17334047812744377,0.5
Dexcom GL,start,120,43,carbs,0.7820071026720058,0.5
Dexcom GL,start,120,43,protein,0.7904562181073053,0.5
Dexcom GL,start,120,43,fat,0.3657471609009578,0.5
Dexcom GL,start,120,45,carbs,0.916653718469486,1.0
Dexcom GL,start,120,45,protein,0.5775691994463739,1.0
Dexcom GL,start,120,45,fat,0.7375957662935652,1.0
Dexcom GL,start,120,49,carbs,0.9527246554132917,0.5
Dexcom GL,start,120,49,protein,-0.9533564883578374,0.5
Dexcom GL,start,120,49,fat,-0.9638031227963328,0.5
Dexcom GL,start,180,2,carbs,0.7125837774407463,0.5
Dexcom GL,start,180,2,protein,-0.14706187758612196,0.5
Dexcom GL,start,180,2,fat,-0.7932607798359499,0.0
Dexcom GL,start,180,4,carbs,0.8795031442142404,1.0
Dexcom GL,start,180,4,protein,0.7193921198327375,0.5
Dexcom GL,start,180,4,fat,0.4290776545000729,0.5
Dexcom GL,start,180,5,carbs,0.7794523551046469,1.0
Dexcom GL,start,180,5,protein,0.5821993069617579,1.0
Dexcom GL,start,180,5,fat,-0.4847885001576224,0.5
Dexcom GL,start,180,6,carbs,0.035982136623253676,0.5
Dexcom GL,start,180,6,protein,0.017464114316413083,0.5
Dexcom GL,start,180,6,fat,-0.43210136823495315,0.0
Dexcom GL,start,180,8,carbs,0.9168306381936239,1.0
Dexcom GL,start,180,8,protein,0.3997472319109044,1.0
Dexcom GL,start,180,8,fat,-0.38969989238114633,0.5
Dexcom GL,start,180,9,carbs,0.875158066745451,0.5
Dexcom GL,start,180,9,protein,0.14974224657924046,0.5
Dexcom GL,start,180,9,fat,-0.14861313491806344,0.5
Dexcom GL,start,180,10,carbs,0.5662277444330647,1.0
Dexcom GL,start,180,10,protein,0.06888628635200135,0.5
Dexcom GL,start,180,10,fat,0.13008128387691137,0.5
Dexcom GL,start,180,14,carbs,0.8982020083633051,1.0
Dexcom GL,start,180,14,protein,0.9208153261651812,1.0
Dexcom GL,start,180,14,fat,0.6190085505730288,1.0
Dexcom GL,start,180,17,carbs,0.6720686271698737,0.5
Dexcom GL,start,180,17,protein,0.4224463962202114,1.0
Dexcom GL,start,180,17,fat,-0.10331317523015661,0.5
Dexcom GL,start,180,27,carbs,-0.22183606193552372,0.5
Dexcom GL,start,180,27,protein,-0.11480117815829376,0.5
Dexcom GL,start,180,27,fat,0.6852183218969095,1.0
Dexcom GL,start,180,31,carbs,0.5361325649748356,0.5
Dexcom GL,start,180,31,protein,-0.07016091437531018,0.5
Dexcom GL,start,180,31,fat,0.3285453683050757,1.0
Dexcom GL,start,180,32,carbs,-0.4166889870632176,0.5
Dexcom GL,start,180,32,protein,-0.20688938939685214,0.5
Dexcom GL,start,180,32,fat,-0.7069570075286283,0.0
Dexcom GL,start,180,34,carbs,0.1196282163232388,0.5
Dexcom GL,start,180,34,protein,-0.4493303616872182,0.5
Dexcom GL,start,180,34,fat,-0.5341768821835812,0.5
Dexcom GL,start,180,35,carbs,0.7161914702000525,0.5
Dexcom GL,start,180,35,protein,0.002875109392364713,0.5
Dexcom GL,start,180,35,fat,-0.24322879684978094,0.0
Dexcom GL,start,180,36,carbs,0.9020703583214637,0.5
Dexcom GL,start,180,36,protein,0.1732987217080082,0.5
Dexcom GL,start,180,36,fat,-0.7218890905094236,0.5
Dexcom GL,start,180,38,carbs,0.7620309412939934,1.0
Dexcom GL,start,180,38,protein,0.5413703772451389,1.0
Dexcom GL,start,180,38,fat,-0.026540136813344727,0.5
Dexcom GL,start,180,41,carbs,0.971030407957025,0.5
Dexcom GL,start,180,41,protein,0.9156989049354127,0.5
Dexcom GL,start,180,41,fat,0.40411761171451227,0.5
Dexcom GL,start,180,42,carbs,-0.24167581407926123,0.5
Dexcom GL,start,180,42,protein,-0.5971670989839488,0.0
Dexcom GL,start,180,42,fat,-0.25749903518957573,0.5
Dexcom GL,start,180,43,carbs,0.720171829897573,0.5
Dexcom GL,start,180,43,protein,0.7212074871937263,0.5
Dexcom GL,start,180,43,fat,0.14228468760400653,0.5
Dexcom GL,start,180,45,carbs,0.6278951682710608,0.5
Dexcom GL,start,180,45,protein,-0.32449996772562417,0.0
Dexcom GL,start,180,45,fat,0.2849131642476224,0.5
Dexcom GL,start,180,49,carbs,0.717427417905483,0.5
Dexcom GL,start,180,49,protein,-0.8930294798793842,0.5
Dexcom GL,start,180,49,fat,-0.967366444362349,0.5
