pid,source_row,time,food,amount,unit,Carbs,Protein,Fat,Calories,complete_macros,gram_unit,macro_mass,mass_conflict,calorie_macro_mismatch,macro_kcal
8,3,2020-03-14 14:15:00,Pineapple and Ginger Juice,8.0,ounce,32.0,0.9,0.3,133.0,True,False,33.199999999999996,False,False,134.29999999999998
8,4,2020-03-14 14:15:00,Banana,1.0,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
8,5,2020-03-14 17:55:00,Steamed Shrimp,24.0,gram,0.4,5.5,0.4,29.0,True,True,6.300000000000001,False,False,27.200000000000003
8,6,2020-03-14 17:55:00,Potato,0.5,nan,18.0,2.2,0.1,80.0,True,False,20.3,False,False,81.7
8,7,2020-03-14 17:55:00,Mixed Vegetable,2.0,tablespoon,1.2,0.3,0.1,5.7,True,False,1.6,False,True,6.9
8,8,2020-03-14 17:55:00,Moscato,8.0,fluid ounce,13.0,0.2,0.0,197.0,True,False,13.2,False,True,52.8
8,9,2020-03-15 09:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
8,10,2020-03-15 09:00:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
8,11,2020-03-15 12:40:00,Eggs,2.0,nan,0.7,13.0,9.5,143.0,True,False,23.2,False,False,140.3
8,12,2020-03-15 12:40:00,Mini Croissants,2.0,nan,26.0,4.6,12.0,227.0,True,False,42.6,False,False,230.4
8,13,2020-03-15 12:40:00,Coffee,0.5,cup,0.0,0.1,0.0,1.2,True,False,0.1,False,True,0.4
8,14,2020-03-15 12:40:00,Turkey Bacon,2.0,piece,0.7,4.8,4.2,60.0,True,False,9.7,False,False,59.800000000000004
8,15,2020-03-15 16:50:00,Baked Potato,0.5,nan,18.0,2.2,0.1,80.0,True,False,20.3,False,False,81.7
8,16,2020-03-15 16:50:00,"Salad - Tomato, Cheese, Lettuce, Tortilla Strips",12.0,ounce,17.0,4.9,0.8,80.0,True,False,22.7,False,False,94.8
8,17,2020-03-15 16:50:00,Air Fried Chicken Wings,,nan,11.0,20.0,22.0,324.0,True,False,53.0,False,False,322.0
8,18,2020-03-16 08:56:00,Eggs,2.0,nan,0.7,13.0,9.5,143.0,True,False,23.2,False,False,140.3
8,19,2020-03-16 08:56:00,Mini Croissants,2.0,nan,26.0,4.6,12.0,227.0,True,False,42.6,False,False,230.4
8,20,2020-03-16 08:56:00,Coffee,1.0,cup,0.0,0.1,0.0,1.2,True,False,0.1,False,True,0.4
8,21,2020-03-16 08:56:00,Turkey Bacon,2.0,piece,0.7,4.8,4.2,60.0,True,False,9.7,False,False,59.800000000000004
8,22,2020-03-16 08:56:00,Avocado,0.5,nan,8.6,2.0,15.0,161.0,True,False,25.6,False,False,177.4
8,23,2020-03-16 14:30:00,Medium Banana,1.0,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
8,24,2020-03-16 14:30:00,Granola Oats and Honey,4.0,ounce,61.0,16.0,28.0,555.0,True,False,105.0,False,False,560.0
8,25,2020-03-16 19:00:00,Pizza Triangles,4.0,nan,143.0,49.0,41.0,1138.0,True,False,233.0,False,False,1137.0
8,26,2020-03-16 19:00:00,Brownie,1.0,ounce,14.0,1.8,8.2,132.0,True,False,24.0,False,False,137.0
8,27,2020-03-16 19:00:00,Lemon,1.0,nan,7.8,0.9,0.3,24.0,True,False,9.0,False,True,37.5
8,28,2020-03-16 19:00:00,Tomato and Mozzarella Toothpick,3.0,nan,4.7,13.0,17.0,220.0,True,False,34.7,False,False,223.8
8,29,2020-03-16 19:00:00,Corona,12.0,ounce,14.0,0.0,0.0,148.0,True,False,14.0,False,True,56.0
8,30,2020-03-16 19:00:00,Blackberries,0.5,ounce,1.4,0.2,0.1,6.1,True,False,1.7,False,False,7.3
8,31,2020-03-17 09:03:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
8,32,2020-03-17 09:03:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
8,33,2020-03-17 12:41:00,"Avocado Sandwich - White bread, with mayo",,nan,35.0,13.0,21.0,378.0,True,False,69.0,False,False,381.0
8,34,2020-03-17 14:30:00,Medium Banana,1.0,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
8,35,2020-03-17 14:30:00,Granola Oats and Honey,2.0,ounce,31.0,7.8,14.0,277.0,True,False,52.8,False,False,281.2
8,36,2020-03-17 20:15:00,Steak,6.0,ounce,0.0,44.0,31.0,473.0,True,False,75.0,False,False,455.0
8,37,2020-03-17 20:15:00,Large Baked Potato,1.0,nan,63.0,7.5,0.4,278.0,True,False,70.9,False,False,285.6
8,38,2020-03-17 20:15:00,Mojito,12.0,ounce,48.0,0.6,0.1,343.0,True,False,48.7,False,True,195.3
8,39,2020-03-17 20:15:00,Steamed Broccoli,3.0,ounce,6.1,2.0,0.3,30.0,True,False,8.4,False,False,35.1
8,40,2020-03-18 09:55:00,Oatmeal Margarine,7.0,ounce,24.0,5.0,3.0,141.0,True,False,32.0,False,False,143.0
8,41,2020-03-18 09:55:00,Splenda/Sugar Blend,,nan,0.9,0.0,0.0,3.4,True,False,0.9,False,False,3.6
8,42,2020-03-18 09:55:00,Coffee,10.0,fluid ounce,0.0,0.4,0.1,3.0,True,False,0.5,False,False,2.5
8,43,2020-03-18 09:55:00,Creamer,,nan,1.7,0.1,1.5,20.0,True,False,3.3,False,False,20.7
8,44,2020-03-18 09:55:00,Turkey Bacon,2.0,piece,0.7,4.8,4.2,60.0,True,False,9.7,False,False,59.800000000000004
8,45,2020-03-18 14:55:00,"Salad - Shrimp, Lettuce, Tomato, Cheese, Avocado",,nan,16.0,42.0,30.0,495.0,True,False,88.0,False,False,502.0
8,46,2020-03-18 14:55:00,Low Sugar Apple Juice,8.0,ounce,28.0,0.3,0.3,114.0,True,False,28.6,False,False,115.9
8,47,2020-03-18 15:55:00,Grapes,2.0,ounce,10.0,0.4,0.1,39.0,True,False,10.5,False,False,42.5
8,48,2020-03-18 15:55:00,Handfull of Oats and Honey Granola,,nan,61.0,16.0,28.0,555.0,True,False,105.0,False,False,560.0
8,49,2020-03-18 19:18:00,Air Fried French Fries,5.0,ounce,59.0,4.9,21.0,442.0,True,False,84.9,False,False,444.6
8,50,2020-03-18 19:18:00,Moscato,8.0,ounce,13.0,0.2,0.0,197.0,True,False,13.2,False,True,52.8
8,51,2020-03-19 09:45:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
8,52,2020-03-19 09:45:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
8,53,2020-03-19 10:35:00,Banana,,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
8,54,2020-03-19 13:28:00,(Wheat Thins) Ranch Crackers,25.0,nan,35.0,3.3,8.3,233.3,True,False,46.599999999999994,False,False,227.89999999999998
8,55,2020-03-19 18:25:00,Air Fried Chicken Loingettes ,,nan,4.4,40.0,21.0,377.0,True,False,65.4,False,False,366.6
8,56,2020-03-19 18:25:00,"Salad - Tomato, Cheese, Lettuce, Tortilla Strips",,nan,17.0,4.9,0.8,80.0,True,False,22.7,False,False,94.8
8,57,2020-03-20 06:35:00,Eggs,2.0,nan,0.7,13.0,9.5,143.0,True,False,23.2,False,False,140.3
8,58,2020-03-20 06:35:00,Turkey Bacon,2.0,piece,0.7,4.8,4.2,60.0,True,False,9.7,False,False,59.800000000000004
8,59,2020-03-20 06:35:00,Mini Croissants,2.0,nan,26.0,4.6,12.0,227.0,True,False,42.6,False,False,230.4
8,60,2020-03-20 11:58:00,"Sandwich - White Bread, Lettuce, Chicken, Cheese",,nan,39.0,30.0,21.0,468.0,True,False,90.0,False,False,465.0
8,61,2020-03-20 11:58:00,Vanilla Cookies,6.0,nan,16.0,0.9,3.9,104.0,True,False,20.799999999999997,False,False,102.69999999999999
8,62,2020-03-20 11:58:00,Grapes,4.0,ounce,21.0,0.8,0.2,78.0,True,False,22.0,False,False,89.0
8,63,2020-03-20 11:58:00,Low Sugar Apple Juice,10.0,fluid ounce,35.0,0.3,0.4,143.0,True,False,35.699999999999996,False,False,144.79999999999998
8,64,2020-03-20 17:32:00,"Burger Salad - Lettuce, Tomato, Cheese, Tortilla Strips, Burger, Thousand Island Dressing",8.0,ounce,13.0,28.0,34.0,471.0,True,False,75.0,False,False,470.0
8,65,2020-03-21 09:00:00,Milk,4.0,fluid ounce,4.5,6.0,2.5,60.0,True,False,13.0,False,False,64.5
8,66,2020-03-21 09:00:00,Frosted Flakes,1.5,cup,52.0,2.0,0.0,220.0,True,False,54.0,False,False,216.0
8,67,2020-03-21 13:25:00,"Chicken and Cheese Sandwich - White Bread, Mayo",,nan,39.0,30.0,21.0,468.0,True,False,90.0,False,False,465.0
8,68,2020-03-21 13:25:00,Banana,,nan,27.0,1.3,0.4,105.0,True,False,28.7,False,False,116.8
8,69,2020-03-21 13:25:00,Lemon Cookies,3.0,nan,67.0,4.5,14.0,413.0,True,False,85.5,False,False,412.0
8,70,2020-03-21 13:25:00,Low Sugar Apple Juice,8.0,fluid ounce,28.0,0.3,0.3,114.0,True,False,28.6,False,False,115.9
8,71,2020-03-21 17:00:00,Baked Sweet Potato,1.0,nan,24.0,2.3,0.2,103.0,True,False,26.5,False,False,107.0
8,72,2020-03-21 17:00:00,Lemon Cookies,4.0,nan,89.3,6.0,18.7,550.7,True,False,114.0,False,False,549.5
8,73,2020-03-21 17:00:00,Moscato,8.0,ounce,13.0,0.2,0.0,197.0,True,False,13.2,False,True,52.8
8,74,2020-03-22 08:50:00,Mini Croissants,2.0,nan,26.0,4.6,12.0,227.0,True,False,42.6,False,False,230.4
8,75,2020-03-22 08:50:00,Boiled Eggs,2.0,nan,0.7,13.0,9.5,143.0,True,False,23.2,False,False,140.3
8,76,2020-03-22 08:50:00,Turkey Bacon,2.0,piece,0.7,4.8,4.2,60.0,True,False,9.7,False,False,59.800000000000004
8,77,2020-03-22 08:50:00,Avocado,0.5,nan,8.6,2.0,15.0,161.0,True,False,25.6,False,False,177.4
8,78,2020-03-22 08:50:00,Coffee,8.0,fluid ounce,0.0,0.1,0.0,1.2,True,False,0.1,False,True,0.4
8,79,2020-03-22 14:10:00,Lemon Cookies,6.0,nan,134.0,9.0,28.0,826.0,True,False,171.0,False,False,824.0
8,80,2020-03-22 19:00:00,Chicken Wingettes,6.0,nan,16.0,27.0,39.0,526.0,True,False,82.0,False,False,523.0
8,81,2020-03-22 19:00:00,Medium Baked Potato,0.5,nan,18.0,2.2,0.1,80.0,True,False,20.3,False,False,81.7
8,82,2020-03-22 19:00:00,"Mixed Vegetable, Green Beans, Peas, Corn, Carrots",4.0,ounce,7.9,9.0,0.4,37.0,True,False,17.299999999999997,False,True,71.19999999999999
8,83,2020-03-23 09:00:00,Boost,,nan,82.0,26.0,26.0,654.0,True,False,134.0,False,False,666.0
